Порядковое число администрации и комитета,Название организации  (спортивного объекта),Сфера деятельности (вид спорта),Тип (каток/лыжная трасса),Адрес,Уточнение адреса,Координаты,"Ближайшая станция метро, остановка общественного транспорта",Район,Телефон(ы),Адрес сайта или  страницы в социальных сетях,Статус (работающий/ временно приостановлено посещение),Время работы  (расписание),Время суток (день/ ночь/ день и ночь),Расположение (открытый/закрытый),Стоимость услуг (платно/ бесплатно),Доступность для лиц с нарушениями здоровья,Наличие проката инвентаря (да/нет),Наличие услуг инструктора (да/нет),Наличие помещения для переодевания (да/нет),Наличие камеры хранения (да/нет),Наличие кафе на территории (да/нет),Иные услуги (перечень),Освещение
7.007,"ГБОУ ДОД ""Центр Физкультура и Здоровье""","Хоккей, катание на коньках",Каток,"ул. Корнея Чуковского, д. 3",,"60.028375,30.454703","Остановка «Проспект Маршака, 16»",Красногвардейский,386-40-48,Https://vk.com/c_fiz,Работа объекта приостановлена до ноября 2023 г.,08.00-22.00,День,Открытый,Бесплатно,Нарушение слуха нарушение зрения интеллектуальные нарушения поражение верхних конечностей,False,True,False,False,False,,Имеется
7.008,"ГБОУ ДОД ""Центр Физкультура и Здоровье""",Передвижение на лыжах,Лыжная трасса,Индустриальный проспект,,"59.96017,30.46259","Остановка ""Индустриальный проспект""",Красногвардейский,386-40-48,Https://vk.com/c_fiz,Работа объекта приостановлена до ноября 2023 г.,08.00-22.00,День,Открытая,Бесплатно,Нарушение слуха нарушение зрения интеллектуальные нарушения поражение верхних конечностей,False,False,False,False,False,,Частичное коммунальное освещение
7.009,"ГБОУ ДОД ""Центр Физкультура и Здоровье""",Передвижение на лыжах,Лыжная трасса,Апрельская улица,,"59.965048,30.419866","Остановка ""Апрельская улица""",Красногвардейский,386-40-48,Https://vk.com/c_fiz,Работа объекта приостановлена до ноября 2023 г.,08.00-22.00,День,Открытая,Бесплатно,Нарушение слуха нарушение зрения интеллектуальные нарушения поражение верхних конечностей,False,False,False,False,False,,Частичное коммунальное освещение
7.010,Государственное бюджетное учреждение спортивная школа Красногвардейского района Санкт-Петербурга,Передвижение на лыжах,Лыжная трасса,Лесная улица,,"60.001226,30.141577","Станция метро Ладожская, ж/д станция Ржевка, трамвай № 64, автобус № 30",Красногвардейский,409-83-33,Http://goudoddyusshkrasnogr.krgv.gov.spb.ru/,Работа объекта приостановлена до ноября 2023 г.,Нет,День и ночь,Открытый,Бесплатно,"Нарушение слуха, интелектуальные нарушения",False,False,False,False,False,,Частичное коммунальное освещение
7.011,"СПб ГБУ ""Подростково-молодежный центр ""Охта""","Хоккей, катание на коньках",Каток,ул. Тухачевского,,"59.969758,30.424618",От метро Новочеркасская - 132 автобус от ост. Улица Стахановцев до ост. Маршала Тухачевского. - От метро Лесная - 185 автобус до ост. Пискарёвский проспект. - От метро Пл. Ленина - 133 автобус от ост. Финляндский вокзал до ост. Маршала Тухачевского,Красногвардейский,498-84-27,Http://pmcohta.ru/,Работа объекта приостановлена до ноября 2023 г.,14:00 - 21:00,День,Открытый,Бесплатно,"Не категорируется, доступен",False,False,False,False,False,,Частичное коммунальное освещение
7.012,"СПб ГАО ""Дирекция по управлению спортивными сооружениями""","Хоккей, катание на коньках",Каток,"ул. Передовиков, д. 14, к. 2",,"59.944539,30.459078","Остановка ""Улица Передовиков""",Красногвардейский,416-44-94,Http://directory.spb.ru/arena/,Работающий,06:45-23:00 ВС: 09:00-22:00,День,Крытый,Платно,Доступно,False,False,False,False,False,,Имеется
7.013,"СК ""Красная Звезда""",Хоккейный клуб,Каток,"Ириновский проспект, дом 24, корпус 1",,"59.9588,30.474933","Остановка ""Ириновский проспект""",Красногвардейский,+7 (812) 909-40-09,Http://redstars-spb.ru/kontakty/,Работающий,7:30-00:00,День,Крытый,Платно,Доступно,True,True,True,True,True,,Имеется
7.014,"Всесезонная ледовая арена Go Ice (ИП ""Подстрешный Л.С"")","Хоккей, катание на льду",Каток,"Магнитогорская, д. 51, лит. Ф",,"59.936692,30.430736",Ладожская,Красногвардейский,+7 (931) 103 26 26,Http://goice.ru/,Работающий,06:45-22:45,День,Крытый,Платно,Доступно,True,True,True,True,True,,Имеется
7.015,"Ледовая арена ""Трудовые резервы""","Хоккей, катание на коньках",Каток,"ул. Магнитогорская, д. 51, лит. В",,"59.937716,30.433026",Ладожская,Красногвардейский,+7 (911) 729-34-40,Https://vk.com/wall-121954568,Работающий,07:00-23:00,День,Крытый,Платно,Доступно,True,True,True,True,False,,Имеется
7.016,Федерация керлинга Санкт-Петербурга,Керлинг,Каток,"пр. Ириновский, д. 40",,"59.961629,30.484742",Ладожская,Красногвардейский,+7 (921) 752-29-52,Https://vk.com/curlingspb,Работающий,08:00-22:00,День,Крытый,Платно,Доступно,True,True,True,True,False,,Имеется
9.001,"СПБ ГБУ ""Кронштадтский ОСЦ""","Хоккей, катание на коньках",Каток,"СПб, г.Кронштадт, Тулонская аллея, д.11",,"59.98545671721552,29.79961321389528","М.Беговая,Кронштадт, Ленинградская пристань",Кронштадтский,(812)311-43-82,Https://vk.com/club92629972,Не работающий,Пятница с 14:00 до 22:00; суббота-воскресенье с 12:00 до 22:00,День,Открытый,Платно,"Нарушение слуха, нарушение зрения, тотальная слепота, поражение нижних конечностей, поражение верхних конечностей, передвижение на кресле-коляске, интеллектуальные нарушения",True,True,True,False,False,,Имеется
9.002,"СПБ ГБУ ""Кронштадтский ОСЦ""",Передвижение на лыжах,Лыжная трасса,"СПб, г.Кронштадт, Тулонская аллея, д.11",,"59.98545671721552,29.79961321389528","М.Беговая,Кронштадт, Ленинградская пристань",Кронштадтский,(812)311-43-82,Https://vk.com/club92629972,Не работающий,Ежедневно с 07:00 до 22:00,День,Открытый,Бесплатно,"Нарушение слуха, нарушение зрения, тотальная слепота, поражение нижних конечностей, поражение верхних конечностей, передвижение на кресле-коляске, интеллектуальные нарушения",True,True,True,False,False,,Имеется
9.003,"СПб ГБУ ""Кронштадтский ОСЦ""","Хоккей, катание на коньках",Каток,"СПб, г.Кронштадт, ул.Станюковича, д.6",,"60.00968215044056,29.721402085060838","М.Беговая,Кронштадт, Остановка городского автобуса №2,3 ""Цитадельское шоссе""",Кронштадтский,8 (812) 311 94 46,Https://vk.com/club92629972,Не работающий,8.00-22.00,День,Открытый,Бесплатно,"Нарушение слуха, нарушение зрения, интеллектуальные нарушения",False,True,False,False,False,,Имеется
9.004,"СПб ГБУ ""Кронштадтский ОСЦ""","Хоккей, катание на коньках",Каток,"СПб, г.Кронштадт, ул.Зосимова, д.9",,"59.99772247781833,29.759086642730814","М.Беговая,Кронштадт, остановка городского автобуса №1 ""Детская поликлиника""",Кронштадтский,8 (812) 311 94 46,Https://vk.com/club92629972,Не работающий,8.00-22.00,День,Открытый,Бесплатно,"Нарушение слуха, нарушение зрения, интеллектуальные нарушения",False,True,False,False,False,,Имеется
9.005,"СПб ГБУ ""Кронштадтский ОСЦ""","Хоккей, катание на коньках",Каток,"СПб, г.Кронштадт, ул.Советская, д.15",,"59.99298956202367,29.782176100401074","М.Беговая,Кронштадт, остановка городского автобуса №1,2 ""Якорная площадь""",Кронштадтский,8 (812) 311 94 46,Https://vk.com/club92629972,Не работающий,8.00-22.00,День,Открытый,Бесплатно,"Нарушение слуха, нарушение зрения, интеллектуальные нарушения",False,False,False,False,False,,Внтридворовое освещение
9.006,"СПб ГБУ ""Кронштадтский ОСЦ""","Хоккей, катание на коньках",Каток,"СПб, г.Кронштадт, ул.Красная, д.8",,"59.988826239162776,29.77418098321382","М.Беговая,Кронштадт, остановка городского автобуса №1,3 ""Летний сад""",Кронштадтский,8 (812) 311 94 46,Https://vk.com/club92629972,Не работающий,8.00-22.00,День,Открытый,Бесплатно,"Нарушение слуха, нарушение зрения, интеллектуальные нарушения",False,True,False,False,False,,Внутридворовое освещение
10.01,"ПКиО ""Дубки"" (Большой ледовый каток)","Хоккей, катание на коньках",Каток,"Сестрорецк, Дубковское шоссе 44, лит А",,"60.091931,29.941715","Беговая, ж/д Сестрорецк",Курортный,8 (812) 907-56-79,Https://parkdubki.ru/%d1%81%d0%bf%d0%be%d1%80%d1%82/%d1%81%d0%bf%d0%be%d1%80%d1%82%d0%b8%d0%b2%d0%bd%d1%8b%d0%b5-%d0%be%d0%b1%d1%8a%d0%b5%d0%ba%d1%82%d1%8b/%d0%b1%d0%be%d0%bb%d1%8c%d1%88%d0%be%d0%b9-%d0%bb%d0%b5%d0%b4%d0%be%d0%b2%d1%8b%d0%b9-%d0%ba%d0%b0%d1%82%d0%be%d0%ba/,Работа объекта приостановлена до ноября 2023 г.,"ПН-ПТ 11:00-22:00, СБ, ВС 10:00-22:00",День,Открытый,Платно,"Нарушение слуха, поражение верхних конечностей",True,False,True,True,True,Прокат ассистента фигуриста,Имеется
10.02,"ПКиО ""Дубки"" (Хоккейная коробка)","Хоккей, катание на коньках",Каток,"Сестрорецк, Дубковское шоссе 44",,"60.091331,29.94193","Беговая, ж/д Сестрорецк",Курортный,8 (812) 437-18-04,Https://parkdubki.ru/%d1%81%d0%bf%d0%be%d1%80%d1%82/%d1%81%d0%bf%d0%be%d1%80%d1%82%d0%b8%d0%b2%d0%bd%d1%8b%d0%b5-%d0%be%d0%b1%d1%8a%d0%b5%d0%ba%d1%82%d1%8b/%d1%85%d0%be%d0%ba%d0%ba%d0%b5%d0%b9%d0%bd%d0%b0%d1%8f-%d0%ba%d0%be%d1%80%d0%be%d0%b1%d0%ba%d0%b0/,Работа объекта приостановлена до ноября 2023 г.,"ПН-ПТ 11:00-22:00, СБ, ВС 10:00-22:00",День,Открытый,Платно,"Нарушение слуха, поражение верхних конечностей",True,False,True,False,True,Прокат хоккейного инвентаря,Имеется
10.03,"ПКиО ""Дубки""",Лыжи,Лыжная трасса,"Сестрорецк, Дубковское шоссе 44, лит И","Территория пляжа ""Дубковский""","60.09368,29.93904","Беговая, ж/д Сестрорецк",Курортный,8 (921) 922-20-97,Https://parkdubki.ru/%d1%81%d0%bf%d0%be%d1%80%d1%82/%d1%81%d0%bf%d0%be%d1%80%d1%82%d0%b8%d0%b2%d0%bd%d1%8b%d0%b5-%d0%be%d0%b1%d1%8a%d0%b5%d0%ba%d1%82%d1%8b/%d0%bc%d0%b0%d0%bb%d1%8b%d0%b9-%d0%bb%d0%b5%d0%b4%d0%be%d0%b2%d1%8b%d0%b9-%d0%ba%d0%b0%d1%82%d0%be%d0%ba/,Работа объекта приостановлена до ноября 2023 г.,В сводобном доступе,День и ночь,Открытый,Бесплатно,Доступно,True,False,True,True,True,"Прокат финских саней, лыж, тюбинга временно приостановлено",Отсутствует
10.04,"ПКиО ""Дубки"" (Территория парка)",Передвижение на лыжах,Лыжная трасса,"Сестрорецк, Дубковское шоссе 44, лит И",,"60.088908,29.933647","Беговая, ж/д Сестрорецк",Курортный,8 (812) 437-18-04,Https://parkdubki.ru/%d1%81%d0%bf%d0%be%d1%80%d1%82/%d1%81%d0%bf%d0%be%d1%80%d1%82%d0%b8%d0%b2%d0%bd%d1%8b%d0%b5-%d0%be%d0%b1%d1%8a%d0%b5%d0%ba%d1%82%d1%8b/%d1%85%d0%be%d0%ba%d0%ba%d0%b5%d0%b9%d0%bd%d0%b0%d1%8f-%d0%ba%d0%be%d1%80%d0%be%d0%b1%d0%ba%d0%b0/,Работа объекта приостановлена до ноября 2023 г.,"ПН-ПТ 11:00-22:00, СБ, ВС 10:00-22:00",День,Открытый,Платно,"Нарушение слуха, поражение верхних конечностей",True,False,True,False,True,"Прокат финских саней, лыж, тюбинга временно приостановлено",Парковое освещение
10.05,"СПб ГБУК ""ЗПКиО""",Передвижение на лыжах,Лыжная трасса,"Зеленогорск Приморское ш., 536. лит. А",Зеленогорский парк культуры и отдыха,"60.190197,29.698888",Беговая,Курортный,8 (812) 433-37-11,Zpkio@mail.ru,Работа объекта приостановлена до ноября 2023 г.,В свободном доступе,День,Открытый,Бесплатно,Нет,True,False,False,False,True,"Прокат финских саней, лыж, тюбинга",Парковое освещение
10.06,ГБУ СШОР Курортного района Санкт-Петербурга,Передвижение на лыжах,Лыжная трасса,"Зеленогорск, пр.Ленина, д. 59","АО «Концерн «Морское подводное оружие-Гидроприбор», База отдыха Прибой, ГКУ »Дирекция особо охраняемых природных территорий Санкт-Петербурга","60.209292,29.716979","Зеленогорск, жд вокзал",Курортный,8(812)952-74-90,Https://bazapriboyzel.vsite.biz/#home,Работающий,Пн-вт выходной ср-пт с 10-00 до 18-40 сб-вс с 9-30 до 18-40,День,Открытый,Бесплатно,Нет нарушение слуха нарушение зрения тотальная слепота поражение нижних конечностей поражение верхних конечностей передвижение на кресле-коляске интеллектуальные нарушения,True,False,True,False,False,Прокат лыж,Отсутствует
10.07,ГБУ СШОР Курортного района Санкт-Петербурга,Передвижение на лыжах,Лыжная трасса,"Зеленогорск, ул. Объездная, д. 7",,"60.195216,29.717033","Зеленогорск, жд вокзал",Курортный,8 (812) 777-15-10,Http://zel-sportshkola.ru/,Работающий,"Пн-пт 20.00-22.00 выходной: сб-вс, праздничные дни",День,Открытый,Бесплатно,Нет,False,False,True,True,False,Нет,Имеется
10.08,"СПБ ГБУ ""ЦФКС и З Курортного района Санкт-Петербурга""","Хоккей, катание на коньках",Каток,"Сестрорецк, пляж ""Северный"", д.3",,"60.105669,29.977545","Беговая, остановка автобуса Улица Борисова",Курортный,8 (812) 644-80-35,Https://cfksz.kurort.gov.spb.ru https://vk.com/cfksizkurort,Работа объекта приостановлена до ноября 2023 г.,С 9-00 до 23-00,День,Открытый,Бесплатно,Нет,False,False,False,False,False,Нет,Отсутствует
10.09,"СПБ ГБУ ""ЦФКС и З Курортного района Санкт-Петербурга""","Хоккей, катание на коньках",Каток,"Сестрорецк, наб.  реки Сестры, д.12",,"60.09903,29.968139","Беговая, остановка автобуса школа 541",Курортный,8 (812) 644-80-35,Https://cfksz.kurort.gov.spb.ru https://vk.com/cfksizkurort,Работающий,С 7-00 до 23-00,День,Закрытый,Платно,Да,True,True,True,False,False,Нет,Имеется
10.10,"СПБ ГБУ ""ЦФКС и З Курортного района Санкт-Петербурга""","Хоккей, катание на коньках",Каток,"Сестрорецк, ул.Токарева","Сестрорецк, ул.Токарева, участок 1(восточнее д.15, лит.А)","60.091588,29.957216","Беговая,остановка автобуса Детский сад",Курортный,8 (812) 644-80-35,Https://cfksz.kurort.gov.spb.ru https://vk.com/cfksizkurort,Работа объекта приостановлена до ноября 2023 г.,С 9-00 до 23-00,День,Открытый,Бесплатно,Нет,False,False,False,False,False,Нет,Имеется
10.11,"СПБ ГБУ ""ЦФКС и З Курортного района Санкт-Петербурга""",Передвижение на лыжах,Лыжная трасса,"Сестрорецк, пляж ""Северный"", д.3","Пляж ""Северный"" (береговая линия)","60.105499,29.977037","Беговая, остановка автобуса Улица Борисова",Курортный,8 (812) 644-80-35,Https://cfksz.kurort.gov.spb.ru https://vk.com/cfksizkurort,Работа объекта приостановлена до ноября 2023 г.,С 9-00 до 23-00,День,Открытая,Бесплатно,Нет,False,False,False,False,False,Нет,Отсутствует
10.12,"СПБ ГБУ ""ЦФКС и З Курортного района Санкт-Петербурга""",Передвижение на лыжах,Лыжная трасса,"Сестрорецк, пляж ""Северный"", д.3","Пляж ""Северный"" (береговая линия)","60.105499,29.977037","Беговая, остановка автобуса Улица Борисова",Курортный,8 (812) 644-80-35,Https://cfksz.kurort.gov.spb.ru https://vk.com/cfksizkurort,Работа объекта приостановлена до ноября 2023 г.,С 9-00 до 23-00,День,Открытая,Бесплатно,Нет,False,False,False,False,False,Нет,Отсутствует
10.13,"СПБ ГБУ ""ЦФКС и З Курортного района Санкт-Петербурга""",Передвижение на лыжах,Лыжная трасса,"Сестрорецк, пляж ""Северный"", д.3","Пляж ""Северный"" (береговая линия)","60.105499,29.977037","Беговая, остановка автобуса Улица Борисова",Курортный,8 (812) 644-80-35,Https://cfksz.kurort.gov.spb.ru https://vk.com/cfksizkurort,Работа объекта приостановлена до ноября 2023 г.,С 9-00 до 23-00,День,Открытая,Бесплатно,Нет,False,False,False,False,False,Нет,Отсутствует
10.14,"СПБ ГБУ ""ЦФКС и З Курортного района Санкт-Петербурга""",Передвижение на лыжах,Лыжная трасса,г.Сестрорецк,Тарховский лесопарк,"60.068242,29.960314","Беговая, остановка автобуса Дорога к шалашу В.И.Ленина",Курортный,8 (812) 644-80-35,Https://cfksz.kurort.gov.spb.ru https://vk.com/cfksizkurort,Работа объекта приостановлена до ноября 2023 г.,С 9-00 до 23-00,День,Открытая,Бесплатно,Нет,False,False,False,False,False,Нет,Отсутствует
10.15,"СПБ ГБУ ""ЦФКС и З Курортного района Санкт-Петербурга""",Передвижение на лыжах,Лыжная трасса,п.Песочный,"Американские горки (территория лесничества за ж/д переездом у станции ""Песочная"")","60.117339,30.151754","Озерки, Проспект Просвещения, ж/д Песочная",Курортный,8 (812) 644-80-35,Https://cfksz.kurort.gov.spb.ru https://vk.com/cfksizkurort,Работа объекта приостановлена до ноября 2023 г.,С 9-00 до 23-00,День,Открытая,Бесплатно,Нет,False,False,False,False,False,Нет,Отсутствует
10.16,"СПБ ГБУ ""ЦФКС и З Курортного района Санкт-Петербурга""",Передвижение на лыжах,Лыжная трасса,п.Песочный,Ленинская тропа,"60.12327,30.114337","Озерки, Проспект Просвещения, ж/д Дибуны",Курортный,8 (812) 644-80-35,Https://cfksz.kurort.gov.spb.ru https://vk.com/cfksizkurort,Работа объекта приостановлена до ноября 2023 г.,С 9-00 до 23-00,День,Открытая,Бесплатно,Нет,False,False,False,False,False,Нет,Отсутствует
10.17,"СПБ ГБУ ""ЦФКС и З Курортного района Санкт-Петербурга""",Передвижение на лыжах,Лыжная трасса,г.Сестрорецк,"Г.Сестрорецк, станция ""Разлив"",пляж ""Белая гора""","60.086804,29.970415","Беговая, ж/д Разлив, остановка автобуса Разлив",Курортный,8 (812) 644-80-35,Https://cfksz.kurort.gov.spb.ru https://vk.com/cfksizkurort,Работа объекта приостановлена до ноября 2023 г.,С 9-00 до 23-00,День,Открытая,Бесплатно,Нет,False,False,False,False,False,Нет,Отсутствует
10.18,"СПб ГБУК ""ЗПКиО""","Хоккей, катание на коньках",Каток,"Санкт-Петербур, г.Зеленогорск Приморское ш., 536. лит. А",,"60.19179,29.698875",Беговая,Курортный район,8 (812) 433-37-11,Zpkio@mail.ru,Работа объекта приостановлена до ноября 2023 г.,Декабрь - март. Ежедневно с 12:00 до 20:00,День,Открытый,Платно,Нет,True,True,False,False,True,Прокат ассистента фигуриста,Имеется
10.19,Санкт-Петербургское региональное общественное учреждение «Спортивный клуб «Пухтолова гора»,"Горные лыжи, сноуборд",Горнолыжный склон,"Зеленогорск, Пухтолова гора, д. 1","Курорт ""Пухтолово гора""","60.232162,29.683729","Черная речка, пр.Просвещения, Парнас",Курортный,8 (812) 715-06-00,Https://www.puhgora.spb.ru/ https://www.instagram.com/puhtolova.gora/,Работающий,Выходные и праздничные дни,День,Открытый,Платно,Нарушение слуха Нарушение зрения Тотальная слепота Поражение верхних конечностей Интеллектуальные нарушения,True,True,True,True,True,Прокат инвентаря,Имеется
10.20,Санкт-Петербургское региональное общественное учреждение «Спортивный клуб «Пухтолова гора»,Катание на коньках,Каток,"Зеленогорск, Пухтолова гора, д. 1","Курорт ""Пухтолово гора""","60.231997,29.685188","Черная речка, пр.Просвещения, Парнас",Курортный,8 (812) 715-06-00,Https://www.puhgora.spb.ru/ https://www.instagram.com/puhtolova.gora/,Работа объекта приостановлена до ноября 2023 г.,"СР, ЧТ 15:00-21:00, ПТ 15:00-22:00, СБ 10:00-22:00, ВС10:00-21:00",День,Открытый,Платно,Нарушение слуха Нарушение зрения Тотальная слепота Поражение верхних конечностей Интеллектуальные нарушения,True,True,True,True,True,Прокат инвентаря,Имеется
10.21,Санкт-Петербургское региональное общественное учреждение «Спортивный клуб «Пухтолова гора»,"Горные лыжи, сноуборд",Горнолыжный склон,"Зеленогорск, Пухтолова гора, д. 1","Курорт ""Пухтолово гора""","60.232162,29.683729","Черная речка, пр.Просвещения, Парнас",Курортный,8 (812) 715-06-00,Https://www.puhgora.spb.ru/ https://www.instagram.com/puhtolova.gora/,Работающий,"СР, ЧТ 15:00-21:00, ПТ 15:00-22:00, СБ 10:00-22:00, ВС10:00-21:00",День,Открытый,Платно,Нарушение слуха Нарушение зрения Тотальная слепота Поражение верхних конечностей Интеллектуальные нарушения,True,True,True,True,True,Прокат инвентаря,Имеется
10.22,"СПБ ГБУ ""ЦФКС и З Курортного района Санкт-Петербурга""",Передвижение на лыжах,Лыжная трасса,"Сестрорецк, Дубковское шоссе, 44Б",(береговая линия),"60.094372,29.939667","Беговая, ж/д Сестрорецк",Курортный,8 (812) 644-80-35,Https://cfksz.kurort.gov.spb.ru https://vk.com/cfksizkurort,Работа объекта приостановлена до ноября 2023 г.,С 9-00 до 23-00,День,Открытый,Бесплатно,Нет,False,False,False,False,False,Нет,Отсутствует
10.23,СПб ГБУ «ЦФКС и З Курортного района Санкт-Петербурга»,Передвижение на лыжах,Лыжная трасса,"Комарово, Берег Щучьего озера, 2А",Дорога к Щучьему озеру,"60.211047,29.790783","Беговая, ж/д Комарово",Курортный,8 (812) 644-80-35,Https://cfksz.kurort.gov.spb.ru https://vk.com/cfksizkurort,Работа объекта приостановлена до ноября 2023 г.,С 9-00 до 23-00,День,Открытый,Бесплатно,Нет,False,False,False,False,False,Нет,Частичное коммунальное освещение
10.24,СПб ГБУ «ЦФКС и З Курортного района Санкт-Петербурга»,Катание на коньках,Каток,"Песочный, ул.Ленинградская, д. 70,","К.1, лит Ауч.1 западнее д.70, кор.1А","60.118277,30.185007","Озерки, Проспект Просвещения, ж/д Песочнная, остановка автобуса Ленинградская улица, 70",Курортный,8 (812) 644-80-35,Https://cfksz.kurort.gov.spb.ru https://vk.com/cfksizkurort,Работа объекта приостановлена до ноября 2023 г.,С 9-00 до 23-00,День,Открытый,Бесплатно,Нет,False,False,False,False,False,Нет,Внутридворовое освещение
10.25,СПб ГБУ «ЦФКС и З Курортного района Санкт-Петербурга»,Передвижение на лыжах,Лыжная трасса,"37 км Приморского шоссе Вячеслава, имени Чирикова, 1, Санкт-Петербург, 197701",Байк-парк «Дюны»,"60.117163,29.966075","Беговая, ж/д Сестрорецк",Курортный,8 (812) 644-80-35,Https://cfksz.kurort.gov.spb.ru https://vk.com/cfksizkurort,Работа объекта приостановлена до ноября 2023 г.,С 9-00 до 23-00,День,Открытый,Бесплатно,Нет,False,False,False,False,False,Нет,Отсутствует
11.001,"СПб ГБУ ""Спортивный центр ""Физкультура и здоровье"" (внутридворовая спортивная площадка)","Хоккей, фигурное катание, конькобежный спорт",Каток,"г. Санкт-Петербург, Московский пр., д.134","Московский пр., уч. 2 сев.-вост. Д.134, лит.А","59.887711,30.320378",Московские ворота,Московский,241-34-74,Https://sport-mosk.ru/,Работа обьекта приостановлена до ноября 2023,08.00-22.00,День,Открытый,Бесплатно,Нарушение слуха нарушение зрения поражение верхних конечностей интеллектуальные нарушения,False,True,False,False,False,None,Имеется
11.002,"СПб ГБУ ""Спортивный центр ""Физкультура и здоровье"" (внутридворовая спортивная площадка)","Хоккей, фигурное катание, конькобежный спорт",Каток,"г. Санкт-Петербург, ул. Пилотов, д.20","Ул. Пилотов, западнее д.20","59.81022,30.29845",Московская,Московский,241-34-74,Https://sport-mosk.ru/,Работа обьекта приостановлена до ноября 2023,08.00-22.00,День,Открытый,Бесплатно,Нарушение слуха нарушение зрения поражение верхних конечностей интеллектуальные нарушения,False,True,False,False,False,None,Имеется
11.003,"СПб ГБУ ""Спортивный центр ""Физкультура и здоровье"" (внутридворовая спортивная площадка)","Хоккей, фигурное катание, конькобежный спорт",Каток,"г. Санкт-Петербург, Новоизмайловский пр., д. 38","Новоизмайловский пр., участок 1, (южнее дома 38, корпус 4)","59.856835,30.309319","Московская, площадь Конституции",Московский,241-34-74,Https://sport-mosk.ru/,Работа обьекта приостановлена до ноября 2023,08.00-22.00,День,Открытый,Бесплатно,Нарушение слуха нарушение зрения поражение верхних конечностей интеллектуальные нарушения,False,True,False,False,False,None,Имеется
11.004,"СПб ГБУ ""Спортивный центр ""Физкультура и здоровье"" (внутридворовая спортивная площадка)","Хоккей, фигурное катание, конькобежный спорт",Каток,"г. Санкт-Петербург, Краснопутиловская ул, д. 78","Краснопутиловская ул, участок 1, (сев-вост дома 78)","59.856008,30.300938","Московская, площадь Конституции",Московский,241-34-74,Https://sport-mosk.ru/,Работа обьекта приостановлена до ноября 2023,08.00-22.00,День,Открытый,Бесплатно,Нарушение слуха нарушение зрения поражение верхних конечностей интеллектуальные нарушения,False,True,False,False,False,None,Имеется
11.005,"СПб ГБУ ""ЦФКСиЗ Московского района"" Ледовая Арена","Хоккей, фигурное катание, конькобежный спорт",Каток,"г. Санкт-Петербург, Космонавтов пр., д. 47","Космонавтов пр., д. 47","59.850349,30.351998","Московская, Звездная",Московский,378-25-11,Https://cfk-mosk.ru/,Работа обьекта приостановлена до ноября 2023,08.00-22.00,День,Закрытый,Платно,Нарушение слуха нарушение зрения поражение верхних конечностей интеллектуальные нарушения,True,True,True,True,True,None,Имеется
11.006,"""Парк Победы""","Хоккей, фигурное катание, конькобежный спорт",Каток,"г. Санкт-Петербург, Московский пр., д. 188","Московский пр., д. 188","59.866319,30.321986","Электросила, Московская",Московский,369-62-82,Https://www.gupmpp.ru,Работа обьекта приостановлена до ноября 2023,08.00-22.00,День,Открытый,Платно,Нарушение слуха нарушение зрения поражение верхних конечностей интеллектуальные нарушения,True,False,True,True,True,None,Имеется
11.007,"СПб ГБУ ""ЦФКСиЗ Московского района"" Ледовая Арена",Лыжные гонки,Лыжная трасса,"г. Санкт-Петербург, Космонавтов пр., д. 47","Космонавтов пр., д. 47","59.850349,30.351998","Московская, Звездная",Московский,378-25-11,Https://cfk-mosk.ru/,Работа обьекта приостановлена до ноября 2023,08.00-22.00,День,Открытый,Бесплатно,Нарушение слуха нарушение зрения поражение верхних конечностей интеллектуальные нарушения,False,False,False,False,False,None,Имеется
11.008,"СПб ГБУ ""Спортивный центр ""Физкультура и здоровье"" (внутридворовая спортивная площадка)",Лыжные гонки,Лыжная трасса,"г. Санкт-Петербург, Московский пр., д. 188","Московский пр., д. 188","59.866319,30.321986","Парк Победы, Электросила",Московский,241-34-74,Https://www.gupmpp.ru,Работа обьекта приостановлена до ноября 2023,08.00-22.00,День,Открытый,Бесплатно,Нарушение слуха нарушение зрения поражение верхних конечностей интеллектуальные нарушения,False,False,False,False,False,None,Имеется
11.009,"СПб ГБУ ""Спортивный центр ""Физкультура и здоровье"" (внутридворовая спортивная площадка)",Лыжные гонки,Лыжная трасса,"г. Санкт-Петербург, Московское ш., д. 2","Парк Городов-Героев Пулковское ш., Московское ш.","59.838372,30.32601","Московская, Звездная",Московский,241-34-74,Https://www.sppmsk.ru,Работа обьекта приостановлена до ноября 2023,08.00-22.00,День,Открытый,Бесплатно,Нарушение слуха нарушение зрения поражение верхних конечностей интеллектуальные нарушения,False,False,False,False,False,None,Имеется
11.010,"СПб ГБУ ""Спортивный центр ""Физкультура и здоровье"" (внутридворовая спортивная площадка)",Лыжные гонки,Лыжная трасса,"г. Санкт-Петербург, Кубинская ул., д.21","Парк Авиаторов, Кубинская ул., д.21","59.867913,30.30092","Парк Победы, Электросила",Московский,241-34-74,Https://www.sppmsk.ru,Работа обьекта приостановлена до ноября 2023,08.00-22.01,День,Открытый,Бесплатно,Нарушение слуха нарушение зрения поражение верхних конечностей интеллектуальные нарушения,False,False,False,False,False,None,Имеется
